FID,FID_1,OBJECTID,StopId,StopName,Lon,Lat,Comments,tpField00,FacingDir,CurbType,InService,Bench,Shelter,Lighting,Garbage,Telephone,SignPost,Bicycle,Transfer,UserShort3,UserShort4,UserShort5,tpField01,tpField02,tpField03,tpField04,tpField05,tpField06,tpField07,tpField08,tpField09,LineAbbr,LineName,LineType,LineList,GlobalID,CreationDa,Creator,EditDate,Editor
10,2776.000000000000000,2776.000000000000000,478.000000000000000,COTA TRANSIT TERMINAL BAY 6,-82999042.000000000000000,39956947.000000000000000, ,Mid,N, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , ,042,SHARON WOODS,FX,"042, 043",4b177dcc-5cbf-4c46-b66a-ec77f2bb0ddd,,COTA1974,,COTA1974
11,2846.000000000000000,2846.000000000000000,498.000000000000000,COTA TRANSIT TERMINAL BAY 8,-82998992.000000000000000,39956731.000000000000000, ,Mid,N, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , ,045,NEW ALBANY,FX,"045, 046",543dc721-19fb-4c69-8931-4111af242cb9,,COTA1974,,COTA1974
12,2851.000000000000000,2851.000000000000000,524.000000000000000,COTA TRANSIT TERMINAL BAY 5,-82998889.000000000000000,39956788.000000000000000, ,Mid,S, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , ,051,REYNOLDSBURG,FX,051,93fb36de-d72b-4ffd-bfd1-8b4843a32aaf,,COTA1974,,COTA1974
13,598.000000000000000,598.000000000000000,525.000000000000000,SPRING ST TERMINAL BAY 1,-83002436.000000000000000,39965968.000000000000000, ,Mid,SE, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , ,004,INDIANOLA/LOCKBOURNE,FX,"004, 051",fcc4395f-7013-4a37-826b-8ebebece471f,,COTA1974,,COTA1974
14,1562.000000000000000,1562.000000000000000,568.000000000000000,SPRING ST TERMINAL BAY 5,-83002376.000000000000000,39965638.000000000000000, ,Mid,SE, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , ,009,W MOUND/BRENTNELL,FX,"009, 052",3e63b18b-adbd-4919-a31d-9033ac52ce36,,COTA1974,,COTA1974
15,2445.000000000000000,2445.000000000000000,932.000000000000000,TECHCENTER DR & AEP,-82853016.000000000000000,39999869.000000000000000, ,Mid,E, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,025,BRICE,FX,025,22dbecbc-23bd-419c-8608-2ce02f3ef4c7,,COTA1974,,COTA1974
16,1322.000000000000000,1322.000000000000000,1059.000000000000000,S HIGH ST & HOSACK ST,-82995545.000000000000000,39923020.000000000000000, ,ONr,S, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000, ,1, , ,0, ,1,0,1,008,KARL/S HIGH/PARSONS,FX,008,62aeef82-9653-4671-97d1-599d74165cc2,,COTA1974,,COTA1974
17,136.000000000000000,136.000000000000000,1086.000000000000000,E LIVINGSTON AVE & BULEN AVE,-82951647.000000000000000,39948836.000000000000000, ,Nr,W, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,001,KENNY/LIVINGSTON,FX,001,e4e51cb7-709a-4e8b-b474-2beaa609ed5b,,COTA1974,,COTA1974
18,1038.000000000000000,1038.000000000000000,1089.000000000000000,CLEVELAND AVE & MOUNT VERNON AVE,-82990370.000000000000000,39969554.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0,Other,0,1,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",6ec54a6b-0cf3-4979-a818-01057d586cb5,,COTA1974,,COTA1974
19,1039.000000000000000,1039.000000000000000,1091.000000000000000,CLEVELAND AVE & JACK GIBBS BLVD,-82990132.000000000000000,39972493.000000000000000,Geocoded 300' N of Jack Gibbs,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",9ac90a7a-2526-4255-97f3-3754504d8d39,,COTA1974,,COTA1974
20,1041.000000000000000,1041.000000000000000,1094.000000000000000,CLEVELAND AVE & E 2ND AVE,-82989389.000000000000000,39982199.000000000000000, ,FR,N, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",51e49522-1118-401e-8ba4-8a8d8fa5a238,,COTA1974,,COTA1974
21,1044.000000000000000,1044.000000000000000,1098.000000000000000,CLEVELAND AVE & SHOEMAKER AVE,-82987305.000000000000000,39988178.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",4de46b67-9f3e-4332-92f2-d83293868f14,,COTA1974,,COTA1974
22,1045.000000000000000,1045.000000000000000,1099.000000000000000,CLEVELAND AVE & CAMDEN AVE,-82984583.000000000000000,39990831.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",2282cb0d-5e54-43aa-939a-ba52feed4f50,,COTA1974,,COTA1974
23,1046.000000000000000,1046.000000000000000,1100.000000000000000,CLEVELAND AVE & E 11TH AVE,-82981879.000000000000000,39993413.000000000000000, ,Nr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",38ef64bc-e3f4-410f-9e9a-64d738239e75,,COTA1974,,COTA1974
24,1047.000000000000000,1047.000000000000000,1101.000000000000000,CLEVELAND AVE & CHITTENDEN AVE,-82979577.000000000000000,39995615.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 008, 101",f8ad2c2a-d343-45f4-81e0-5f4e077f6867,,COTA1974,,COTA1974
25,1048.000000000000000,1048.000000000000000,1102.000000000000000,CLEVELAND AVE & WINDSOR AVE,-82977974.000000000000000,39997133.000000000000000, ,Nr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000, ,1, , ,0, ,1,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 008, 101",f68c634a-0ada-433b-8b45-93af1cb45b6f,,COTA1974,,COTA1974
26,1049.000000000000000,1049.000000000000000,1103.000000000000000,CLEVELAND AVE & E 15TH AVE,-82976803.000000000000000,39998468.000000000000000, ,Nr,N, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 008, 101",fbf721b8-37e1-4d5a-99a9-a6a6ec2968e6,,COTA1974,,COTA1974
27,1050.000000000000000,1050.000000000000000,1104.000000000000000,CLEVELAND AVE & E 17TH AVE,-82975318.000000000000000,40000675.000000000000000, ,Nr,N, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",c4071f40-058f-42a3-b6b6-813540e1b160,,COTA1974,,COTA1974
28,1975.000000000000000,1975.000000000000000,1105.000000000000000,RIDGECLIFF RD & REDDING RD,-83070025.000000000000000,40023016.000000000000000, ,Far,W, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,013,ARLINGTON/1ST AVE,FX,"013, 032",31863c18-8211-4800-9db0-c663e24f614c,,COTA1974,,COTA1974
29,1051.000000000000000,1051.000000000000000,1106.000000000000000,CLEVELAND AVE & E 19TH AVE,-82974205.000000000000000,40002498.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,1,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",3ffadf3e-5e0e-481a-bc84-150fc5566b21,,COTA1974,,COTA1974
30,1053.000000000000000,1053.000000000000000,1110.000000000000000,CLEVELAND AVE & DUXBERRY AVE,-82970345.000000000000000,40008692.000000000000000, ,Nr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",3cae976a-afc9-4570-ac7c-ab7808f45d42,,COTA1974,,COTA1974
31,1054.000000000000000,1054.000000000000000,1111.000000000000000,CLEVELAND AVE & CORDELL AVE,-82968854.000000000000000,40011141.000000000000000, ,Nr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",5ed2f54b-4531-4150-a057-38e0cf34bfdb,,COTA1974,,COTA1974
32,1055.000000000000000,1055.000000000000000,1113.000000000000000,CLEVELAND AVE & E HUDSON ST,-82966885.000000000000000,40014283.000000000000000, ,Nr,N, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",09e96db3-7b68-43af-8984-c5d118d1665f,,COTA1974,,COTA1974
33,1056.000000000000000,1056.000000000000000,1114.000000000000000,CLEVELAND AVE & REPUBLIC AVE,-82966119.000000000000000,40015552.000000000000000, ,OFR,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",a4f5bc78-0528-48d4-83ba-1c4880d7e459,,COTA1974,,COTA1974
34,1057.000000000000000,1057.000000000000000,1116.000000000000000,CLEVELAND AVE & GENESSEE AVE,-82964917.000000000000000,40019403.000000000000000, ,Nr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000, ,1, , ,0, ,1,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",b4fe4db6-fc67-4320-8c0c-145e566b02b4,,COTA1974,,COTA1974
35,1058.000000000000000,1058.000000000000000,1118.000000000000000,CLEVELAND AVE & E WEBER RD,-82964612.000000000000000,40022961.000000000000000,Operator suggests stop be move,Far,N, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",533fd95b-5f26-4e37-a95a-04ad3fef2025,,COTA1974,,COTA1974
36,1059.000000000000000,1059.000000000000000,1119.000000000000000,CLEVELAND AVE & E LAKEVIEW AVE,-82964395.000000000000000,40025778.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",dc164ce2-1e7f-46cc-9122-b3d464b7dd09,,COTA1974,,COTA1974
37,1061.000000000000000,1061.000000000000000,1122.000000000000000,CLEVELAND AVE & E NORTH BROADWAY,-82964074.000000000000000,40029775.000000000000000,Mecca Loop,Far,N, ,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",209e4c80-520f-451f-b49d-7d66d391e138,,COTA1974,,COTA1974
38,1062.000000000000000,1062.000000000000000,1123.000000000000000,CLEVELAND AVE & OAKLAND PARK AVE,-82963947.000000000000000,40031028.000000000000000, ,Far,N, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",578bcca4-387a-4cf8-a0b3-2527e2d40eec,,COTA1974,,COTA1974
39,1063.000000000000000,1063.000000000000000,1124.000000000000000,CLEVELAND AVE & HUY RD,-82962985.000000000000000,40035966.000000000000000, ,ONr,N, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 032, 101",ab28eb0e-524a-45ce-8154-f13beccf8261,,COTA1974,,COTA1974
40,2548.000000000000000,2548.000000000000000,1125.000000000000000,INNIS RD & DERBYSHIRE DR,-82958278.000000000000000,40037124.000000000000000, ,OFr,E, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,032,N BROADWAY,FX,032,5e1ac6de-6a11-48a5-92ad-3c5ac82345b8,,COTA1974,,COTA1974
41,2556.000000000000000,2556.000000000000000,1127.000000000000000,INNIS RD & US POSTAL SERVICE,-82955294.000000000000000,40037179.000000000000000,U. S. Post Office 2200 Innis. 480' (600) W Westerv,ONr,W, ,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, ,1992,0, ,0,0,0,032,N BROADWAY,FX,032,67d7c2c4-62bc-447b-b5b4-4ac9452ab1a4,,COTA1974,,COTA1974
42,937.000000000000000,937.000000000000000,1132.000000000000000,CLEVELAND AVE & HUY RD,-82963297.000000000000000,40035916.000000000000000, ,Nr,S, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 032, 101",7bb83464-00b9-43af-9a8b-310da90125d1,,COTA1974,,COTA1974
43,938.000000000000000,938.000000000000000,1134.000000000000000,CLEVELAND AVE & OAKLAND PARK AVE,-82964134.000000000000000,40031540.000000000000000, ,Nr,S, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 032, 101",7527ba58-3e48-4550-b2be-4812462f67f6,,COTA1974,,COTA1974
44,939.000000000000000,939.000000000000000,1135.000000000000000,CLEVELAND AVE & E NORTH BROADWAY,-82964277.000000000000000,40029236.000000000000000, ,Far,S, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",795afbb3-dca2-493c-967c-74c8727fecde,,COTA1974,,COTA1974
45,940.000000000000000,940.000000000000000,1136.000000000000000,CLEVELAND AVE & WELDON AVE,-82964417.000000000000000,40027433.000000000000000, ,Nr,S, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0, , ,0, ,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",ce3dd39b-bdf5-4d46-ae49-75062eb9ae30,,COTA1974,,COTA1974
46,941.000000000000000,941.000000000000000,1137.000000000000000,CLEVELAND AVE & E LAKEVIEW AVE,-82964577.000000000000000,40025441.000000000000000, ,Far,S, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000, ,1, , ,0, ,1,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",33fc0cc9-6ea6-4ee5-adf7-bda2051dd50a,,COTA1974,,COTA1974
47,942.000000000000000,942.000000000000000,1139.000000000000000,CLEVELAND AVE & E WEBER RD,-82964823.000000000000000,40022930.000000000000000, ,Nr,S, ,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0,Standard,0,1,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",0adcbc43-8408-4a22-91b1-b6a8144c202e,,COTA1974,,COTA1974
48,943.000000000000000,943.000000000000000,1140.000000000000000,CLEVELAND AVE & ABERDEEN AVE,-82965028.000000000000000,40020340.000000000000000, ,Far,S, ,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",22e9d90e-a77a-4950-9a14-53c533bce1da,,COTA1974,,COTA1974
49,944.000000000000000,944.000000000000000,1141.000000000000000,CLEVELAND AVE & GENESSEE AVE,-82965118.000000000000000,40019214.000000000000000,S17 says no shelter & bench 12,Nr,S, ,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0,Standard,0,1,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",3fd4ab97-dcb5-4c18-b655-2a8cbc7ed720,,COTA1974,,COTA1974
50,946.000000000000000,946.000000000000000,1143.000000000000000,CLEVELAND AVE & E HUDSON ST,-82967624.000000000000000,40013425.000000000000000,S17 says there is no shelter h,Far,S, ,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0,Other,0,0,0,006,CLEVELAND/SULLIVANT,FX,"006, 101",2d05d886-ddd2-4d29-b8c7-b8a823389475,,COTA1974,,COTA1974
51,947.000000000000000,947.000000000000000,1144.000000000000000,CLEVELAND AVE & CORDELL AVE,-82969128.000000000000000,40010981.000000000000000, ,Far,S, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1, , ,0, ,0,0,1,006,CLEVELAND/SULLIVANT,FX,"006, 101",89b70848-5e5c-45a3-8efc-7a2a186fc9b6,,COTA1974,,COTA1974
